year,rank,title,artist
2002,62,"Pass the Courvoisier, Part II",Busta RhymesfeaturingP. DiddyandPharrell
2002,63,Lose Yourself,Eminem
2002,64,Butterflies,Michael Jackson
2002,65,What About Us?,Brandy
2002,66,Underneath Your Clothes,Shakira
2002,67,Rainy Dayz,Mary J. BligefeaturingJa Rule
2002,68,Differences,Ginuwine
2002,69,If I Could Go!,Angie MartinezfeaturingLil' MoandSacario
2002,70,The Whole World,OutkastfeaturingKiller Mike
2002,71,Underneath It All,No DoubtfeaturingLady Saw
2002,72,Caramel,City HighfeaturingEve
2002,73,Luv U Better,LL Cool J
2002,74,Gimme the Light,Sean Paul
2002,75,Gone,NSYNC
2002,76,Livin' It Up,Ja RulefeaturingCase
2002,77,Rollout (My Business),Ludacris
2002,78,Here Is Gone,Goo Goo Dolls
2002,79,No More Drama,Mary J. Blige
2002,80,Days Go By,Dirty Vegas
2002,81,Baby,Ashanti
2002,82,The Good Stuff,Kenny Chesney
2002,83,We Thuggin',Fat JoefeaturingR. Kelly
2002,84,Good Morning Beautiful,Steve Holy
2002,85,Rock the Boat,Aaliyah
2002,86,Drive (For Daddy Gene),Alan Jackson
2002,87,Standing Still,Jewel
2002,88,Anything,JaheimfeaturingNext
2002,89,Full Moon,Brandy
2002,90,Uh Huh,B2K
2002,91,A New Day Has Come,Celine Dion
2002,92,Turn Off the Light,Nelly Furtado
2002,93,Living and Living Well,George Strait
2002,94,My List,Toby Keith
2002,95,Hands Clean,Alanis Morissette
2002,96,Sk8er Boi,Avril Lavigne
2002,97,Long Time Gone,Dixie Chicks
2002,98,Where Were You (When the World Stopped Turning),Alan Jackson
2002,99,Like I Love You,Justin Timberlake
2002,100,I Do!!,Toya
2003,1,In da Club,50 Cent
2003,2,Ignition (Remix),R. Kelly
2003,3,Get Busy,Sean Paul
2003,4,Crazy in Love,BeyoncéfeaturingJay-Z
2003,5,When I'm Gone,3 Doors Down
2003,6,Unwell,Matchbox Twenty
2003,7,Right Thurr,Chingy
2003,8,Miss You,Aaliyah
2003,9,Picture,Kid RockfeaturingSheryl Crow
2003,10,Bring Me to Life,EvanescencefeaturingPaul McCoy
2003,11,Get Low,Lil Jon & The East Side BoyzfeaturingYing Yang Twins
2003,12,Baby Boy,BeyoncéfeaturingSean Paul
2003,13,Shake Ya Tailfeather,"Nelly,P. DiddyandMurphy Lee"
2003,14,21 Questions,50 CentfeaturingNate Dogg
2003,15,All I Have,Jennifer LopezfeaturingLL Cool J
2003,16,Beautiful,Christina Aguilera
2003,17,I Know What You Want,Busta RhymesandMariah CareyfeaturingFlipmode Squad
2003,18,I'm with You,Avril Lavigne
2003,19,Drift Away,Uncle KrackerfeaturingDobie Gray
2003,20,Magic Stick,Lil' Kimfeaturing50 Cent
2003,21,P.I.M.P.,50 Cent
2003,22,"Bump, Bump, Bump",B2KandP. Diddy
2003,23,Into You,FabolousfeaturingTamia
2003,24,Can't Let You Go,FabolousfeaturingLil' Moand Mike Shorey
2003,25,Mesmerize,Ja RulefeaturingAshanti
2003,26,Where Is the Love?,Black Eyed Peas
2003,27,The Game of Love,SantanafeaturingMichelle Branch
2003,28,Lose Yourself,Eminem
2003,29,Rock wit U (Awww Baby),Ashanti
2003,30,Cry Me a River,Justin Timberlake
2003,31,How You Gonna Act Like That,Tyrese
2003,32,Rock Your Body,Justin Timberlake
2003,33,No Letting Go,Wayne Wonder
2003,34,Frontin',PharrellfeaturingJay-Z
2003,35,Landslide,Dixie Chicks
2003,36,Work It,Missy Elliott
2003,37,'03 Bonnie & Clyde,Jay-ZfeaturingBeyoncé
2003,38,Don't Mess with My Man,NiveafeaturingJagged Edge
2003,39,So Gone,Monica
2003,40,Air Force Ones,"NellyfeaturingMurphy Lee,Ali, andKyjuan"
2003,41,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee
2003,42,Beautiful,Snoop DoggfeaturingPharrellandCharlie Wilson
2003,43,Gossip Folks,Missy ElliottfeaturingLudacris
2003,44,Miss Independent,Kelly Clarkson
2003,45,Calling All Angels,Train
2003,46,Damn!,YoungBloodZfeaturingLil Jon
2003,47,This Is the Night,Clay Aiken
2003,48,Your Body Is a Wonderland,John Mayer
2003,49,Headstrong,Trapt
2003,50,In Those Jeans,Ginuwine
2003,51,Stand Up,LudacrisfeaturingShawnna
2003,52,The Remedy (I Won't Worry),Jason Mraz
2003,53,Why Don't You & I,SantanafeaturingAlex Band
2003,54,Excuse Me Miss,Jay-Z
2003,55,Jenny from the Block,Jennifer LopezfeaturingJadakissandStyles P
2003,56,Are You Happy Now?,Michelle Branch
2003,57,Forever and for Always,Shania Twain
2003,58,I Can,Nas
2003,59,Underneath It All,No DoubtfeaturingLady Saw
2003,60,If You're Not the One,Daniel Bedingfield
2003,61,Thoia Thoing,R. Kelly
2003,62,Here Without You,3 Doors Down
2003,63,Wanksta,50 Cent
2003,64,My Love Is Like...Wo,Mýa
2003,65,It's Five O'Clock Somewhere,Alan JacksonfeaturingJimmy Buffett
2003,66,Like Glue,Sean Paul
2003,67,Can't Hold Us Down,Christina AguilerafeaturingLil' Kim
2003,68,My Front Porch Looking In,Lonestar
2003,69,Angel,Amanda Perez
2003,70,She Hates Me,Puddle of Mudd
2003,71,Don't Wanna Try,Frankie J
2003,72,The Jump Off,Lil' KimfeaturingMr. Cheeks
2003,73,Intuition,Jewel
2003,74,Hell Yeah,GinuwinefeaturingBaby
2003,75,Beer for My Horses,Toby KeithfeaturingWillie Nelson
2003,76,Holidae In,ChingyfeaturingLudacrisandSnoop Dogg
2003,77,Suga Suga,Baby BashfeaturingFrankie J
2003,78,Love of My Life (An Ode to Hip-Hop),Erykah BadufeaturingCommon
2003,79,Fighter,Christina Aguilera
2003,80,Thugz Mansion,2Pac
2003,81,Clocks,Coldplay
2003,82,Put That Woman First,Jaheim
2003,83,Rain on Me,Ashanti
2003,84,19 Somethin',Mark Wills
2003,85,"Can't Stop, Won't Stop",Young Gunz
2003,86,Red Dirt Road,Brooks & Dunn
2003,87,What Was I Thinkin',Dierks Bentley
2003,88,Flying Without Wings,Ruben Studdard
2003,89,Sing for the Moment,Eminem
2003,90,Have You Forgotten?,Darryl Worley
2003,91,"No Shoes, No Shirt, No Problems",Kenny Chesney
2003,92,Come Over,Aaliyah
2003,93,Sick of Being Lonely,Field Mob
2003,94,Step in the Name of Love,R. Kelly
2003,95,I Want You,ThalíafeaturingFat Joe
2003,96,Like a Stone,Audioslave
2003,97,Don't Know Why,Norah Jones
2003,98,Superman,Eminem
2003,99,Real Good Man,Tim McGraw
2003,100,Say Yes,Floetry
2004,1,Yeah!,UsherfeaturingLil JonandLudacris
2004,2,Burn,Usher
2004,3,If I Ain't Got You,Alicia Keys
2004,4,This Love,Maroon 5
2004,5,The Way You Move,OutKastfeaturingSleepy Brown
2004,6,The Reason,Hoobastank
2004,7,I Don't Wanna Know,Mario WinansfeaturingEnyaandP. Diddy
2004,8,Hey Ya!,OutKast
2004,9,Goodies,CiarafeaturingPetey Pablo
2004,10,Lean Back,Terror SquadfeaturingFat JoeandRemy Ma
2004,11,Tipsy,J-Kwon
2004,12,Confessions Part II,Usher
2004,13,Slow Motion,JuvenilefeaturingSoulja Slim
2004,14,Freek-a-Leek,Petey Pablo
2004,15,Here Without You,3 Doors Down
2004,16,Slow Jamz,TwistafeaturingKanye WestandJamie Foxx
2004,17,Someday,Nickelback
2004,18,Naughty Girl,Beyoncé
2004,19,My Immortal,Evanescence
2004,20,Sunshine,Lil' Flipfeaturing Lea
2004,21,Dirt off Your Shoulder,Jay-Z
2004,22,Move Ya Body,Nina Skyfeaturing Jabba
2004,23,Dip It Low,Christina Milian
2004,24,My Boo,UsherandAlicia Keys
2004,25,One Call Away,ChingyfeaturingJ-Weav
2004,26,"Me, Myself and I",Beyoncé
2004,27,Turn Me On,Kevin LyttlefeaturingSpragga Benz
2004,28,The First Cut Is the Deepest,Sheryl Crow
2004,29,You Don't Know My Name,Alicia Keys
2004,30,My Place,NellyfeaturingJaheim
2004,31,Overnight Celebrity,Twista
2004,32,Hotel,CassidyfeaturingR. Kelly
2004,33,Numb,Linkin Park
2004,34,Diary,Alicia KeysfeaturingTony! Toni! Toné!
2004,35,She Will Be Loved,Maroon 5
2004,36,White Flag,Dido
2004,37,Heaven,Los Lonely Boys
2004,38,It's My Life,No Doubt
2004,39,Pieces of Me,Ashlee Simpson
2004,40,Leave (Get Out),JoJo
2004,41,Milkshake,Kelis
2004,42,Splash Waterfalls,Ludacris
2004,43,Jesus Walks,Kanye West
2004,44,Locked Up,AkonfeaturingStyles P
2004,45,Stand Up,LudacrisfeaturingShawnna
2004,46,Suga Suga,Baby BashfeaturingFrankie J
2004,47,All Falls Down,Kanye WestfeaturingSyleena Johnson
2004,48,Toxic,Britney Spears
2004,49,Salt Shaker,Ying Yang TwinsfeaturingLil Jon & the East Side Boyz
2004,50,With You,Jessica Simpson
2004,51,Meant to Live,Switchfoot
2004,52,I Like That,"HoustonfeaturingChingy,Nate DoggandI-20"
2004,53,Sorry 2004,Ruben Studdard
2004,54,My Happy Ending,Avril Lavigne
2004,55,On Fire,Lloyd Banks
2004,56,Roses,OutKast
2004,57,Walked Outta Heaven,Jagged Edge
2004,58,Lose My Breath,Destiny's Child
2004,59,My Band,D12
2004,60,I'm Still in Love with You,Sean PaulfeaturingSasha
2004,61,Through the Wire,Kanye West
2004,62,Why?,JadakissfeaturingAnthony Hamilton
2004,63,Fuck It (I Don't Want You Back),Eamon
2004,64,Read Your Mind,Avant
2004,65,Game Over (Flip),Lil' Flip
2004,66,One Thing,Finger Eleven
2004,67,Headsprung,LL Cool J
2004,68,Damn!,YoungBloodZfeaturingLil Jon
2004,69,Baby Boy,BeyoncéfeaturingSean Paul
2004,70,Get Low,Lil Jon & the East Side BoyzfeaturingYing Yang Twins
2004,71,Drop It Like It's Hot,Snoop DoggfeaturingPharrell
2004,72,U Should've Known Better,Monica
2004,73,On the Way Down,Ryan Cabrera
2004,74,Breakaway,Kelly Clarkson
2004,75,Why Don't You & I,SantanafeaturingAlex Band
2004,76,Are You Gonna Be My Girl,Jet
2004,77,100 Years,Five for Fighting
2004,78,Step in the Name of Love,R. Kelly
2004,79,Breaking the Habit,Linkin Park
2004,80,Gigolo,Nick CannonfeaturingR. Kelly
2004,81,Live Like You Were Dying,Tim McGraw
2004,82,Remember When,Alan Jackson
2004,83,Everytime,Britney Spears
2004,84,Southside,LloydfeaturingAshanti
2004,85,Dude,Beenie ManfeaturingMs. Thing
2004,86,Wanna Get to Know You,G-UnitfeaturingJoe
2004,87,Holidae In,ChingyfeaturingLudacrisandSnoop Dogg
2004,88,Let's Get It Started,The Black Eyed Peas
2004,89,When the Sun Goes Down,Kenny ChesneyandUncle Kracker
2004,90,American Soldier,Toby Keith
2004,91,Change Clothes,Jay-Z
2004,92,Don't Tell Me,Avril Lavigne
2004,93,You'll Think of Me,Keith Urban
2004,94,Happy People,R. Kelly
2004,95,Hey Mama,The Black Eyed Peas
2004,96,Over and Over,NellyfeaturingTim McGraw
2004,97,Redneck Woman,Gretchen Wilson
2004,98,Just Lose It,Eminem
2004,99,Letters from Home,John Michael Montgomery
2004,100,I Go Back,Kenny Chesney
2005,1,We Belong Together,Mariah Carey
2005,2,Hollaback Girl,Gwen Stefani
2005,3,Let Me Love You,Mario
2005,4,Since U Been Gone,Kelly Clarkson
2005,5,"1, 2 Step",CiarafeaturingMissy Elliott
2005,6,Gold Digger,Kanye WestfeaturingJamie Foxx
2005,7,Boulevard of Broken Dreams,Green Day
2005,8,Candy Shop,50 CentfeaturingOlivia
2005,9,Don't Cha,The Pussycat DollsfeaturingBusta Rhymes
2005,10,Behind These Hazel Eyes,Kelly Clarkson
2005,11,Disco Inferno,50 Cent
2005,12,You and Me,Lifehouse
2005,13,Don't Phunk with My Heart,The Black Eyed Peas
2005,14,Lose Control,Missy ElliottfeaturingCiaraandFatman Scoop
2005,15,Shake It Off,Mariah Carey
2005,16,Mr. Brightside,The Killers
2005,17,Just a Lil Bit,50 Cent
2005,18,Pon de Replay,Rihanna
2005,19,How We Do,The Gamefeaturing50 Cent
2005,20,Beverly Hills,Weezer
2005,21,Oh,CiarafeaturingLudacris
2005,22,Lonely No More,Rob Thomas
2005,23,Drop It Like It's Hot,Snoop DoggfeaturingPharrell
2005,24,Hate It or Love It,The Gamefeaturing50 Cent
2005,25,Lovers & Friends,Lil Jon & the East Side BoyzfeaturingUsherandLudacris
2005,26,Soldier,Destiny's ChildfeaturingT.I.andLil Wayne
2005,27,Breakaway,Kelly Clarkson
2005,28,Switch,Will Smith
2005,29,Let Me Hold You,Bow WowfeaturingOmarion
2005,30,Like You,Bow WowfeaturingCiara
2005,31,Rich Girl,Gwen StefanifeaturingEve
2005,32,My Humps,The Black Eyed Peas
2005,33,Obsession (No Es Amor),Frankie JfeaturingBaby Bash
2005,34,Caught Up,Usher
2005,35,Listen to Your Heart,DHTfeaturingEdmee
2005,36,Scars,Papa Roach
2005,37,Feel Good Inc.,Gorillaz
2005,38,Let Me Go,3 Doors Down
2005,39,Holiday,Green Day
2005,40,"Sugar, We're Goin Down",Fall Out Boy
2005,41,Grind with Me,Pretty Ricky
2005,42,Run It!,Chris BrownfeaturingJuelz Santana
2005,43,Photograph,Nickelback
2005,44,Lonely,Akon
2005,45,Collide,Howie Day
2005,46,Wake Me Up When September Ends,Green Day
2005,47,Slow Down,Bobby Valentino
2005,48,Over and Over,NellyfeaturingTim McGraw
2005,49,Some Cut,Trillvillefeaturing Cutty
2005,50,Get It Poppin',Fat JoefeaturingNelly
2005,51,Play,David Banner
2005,52,Soul Survivor,Young JeezyfeaturingAkon
2005,53,Pimpin' All Over the World,LudacrisfeaturingBobby Valentino
2005,54,My Boo,UsherandAlicia Keys
2005,55,Sugar (Gimme Some),"Trick DaddyfeaturingLudacris,Lil' KimandCee Lo Green"
2005,56,Karma,Alicia Keys
2005,57,Speed of Sound,Coldplay
2005,58,I Don't Want to Be,Gavin DeGraw
2005,59,Mockingbird,Eminem
2005,60,La Tortura,ShakirafeaturingAlejandro Sanz
2005,61,She Will Be Loved,Maroon 5
2005,62,Baby I'm Back,Baby BashfeaturingAkon
2005,63,Wait (The Whisper Song),Ying Yang Twins
2005,64,Incomplete,Backstreet Boys
2005,65,Bring Em Out,T.I.
2005,66,Cater 2 U,Destiny's Child
2005,67,1 Thing,Amerie
2005,68,Best of You,Foo Fighters
2005,69,It's Like That,Mariah CareyfeaturingJermaine DupriandFatman Scoop
2005,70,Goin' Crazy,Natalie
2005,71,Inside Your Heaven,Carrie Underwood
2005,72,Because of You,Kelly Clarkson
2005,73,Truth Is,Fantasia
2005,74,Your Body,Pretty Ricky
2005,75,Beautiful Soul,Jesse McCartney
2005,76,Cool,Gwen Stefani
2005,77,Get Back,Ludacris
2005,78,Outta Control,50 CentfeaturingMobb Deep
2005,79,U Don't Know Me,T.I.
2005,80,These Words,Natasha Bedingfield
2005,81,Don't Lie,The Black Eyed Peas
2005,82,Get Right,Jennifer Lopez
2005,83,Daughters,John Mayer
2005,84,As Good as I Once Was,Toby Keith
2005,85,Girlfight,Brooke ValentinefeaturingLil JonandBig Boi
2005,86,Lose My Breath,Destiny's Child
2005,87,Ordinary People,John Legend
2005,88,We Be Burnin',Sean Paul
2005,89,Just the Girl,The Click Five
2005,90,True,Ryan Cabrera
2005,91,O,Omarion
2005,92,Back Then,Mike Jones
2005,93,Numb/Encore,Jay-ZandLinkin Park
2005,94,Wonderful,Ja RulefeaturingR. KellyandAshanti
2005,95,I'm Sprung,T-Pain
2005,96,Chariot,Gavin DeGraw
2005,97,U Already Know,112featuringFoxy Brown
2005,98,Mississippi Girl,Faith Hill
2005,99,Number One Spot,Ludacris
2005,100,Give Me That,WebbiefeaturingBun B
2006,1,Bad Day,Daniel Powter
2006,2,Temperature,Sean Paul
2006,3,Promiscuous,Nelly FurtadofeaturingTimbaland
2006,4,You're Beautiful,James Blunt
2006,5,Hips Don't Lie,ShakirafeaturingWyclef Jean
2006,6,Unwritten,Natasha Bedingfield
2006,7,Crazy,Gnarls Barkley
2006,8,Ridin',ChamillionairefeaturingKrayzie Bone
2006,9,SexyBack,Justin TimberlakefeaturingTimbaland
2006,10,Check on It,BeyoncéfeaturingSlim ThugandBun B
2006,11,Be Without You,Mary J. Blige
2006,12,Grillz,NellyfeaturingPaul WallandAli & Gipp
2006,13,Over My Head (Cable Car),The Fray
2006,14,Me & U,Cassie
2006,15,Buttons,Pussycat DollsfeaturingSnoop Dogg
2006,16,Run It!,Chris BrownfeaturingJuelz Santana
2006,17,So Sick,Ne-Yo
2006,18,It's Goin' Down,Yung JocfeaturingNitti
2006,19,SOS,Rihanna
2006,20,I Write Sins Not Tragedies,Panic! at the Disco
2006,21,Move Along,The All-American Rejects
2006,22,London Bridge,Fergie
2006,23,Dani California,Red Hot Chili Peppers
2006,24,Snap Yo Fingers,Lil JonfeaturingE-40andSean Paul
2006,25,"Lean wit It, Rock wit It",Dem Franchize Boyzfeaturing Peanut and Charlay
2006,26,What Hurts the Most,Rascal Flatts
2006,27,How to Save a Life,The Fray
2006,28,Unfaithful,Rihanna
2006,29,Chasing Cars,Snow Patrol
2006,30,Lips of an Angel,Hinder
2006,31,Everytime We Touch,Cascada
2006,32,Ain't No Other Man,Christina Aguilera
2006,33,"Dance, Dance",Fall Out Boy
2006,34,Gold Digger,Kanye WestfeaturingJamie Foxx
2006,35,Money Maker,LudacrisfeaturingPharrell
2006,36,Ms. New Booty,Bubba SparxxxfeaturingYing Yang Twins
2006,37,(When You Gonna) Give It Up to Me,Sean PaulfeaturingKeyshia Cole
2006,38,Photograph,Nickelback
2006,39,Because of You,Kelly Clarkson
2006,40,Stickwitu,Pussycat Dolls
2006,41,I'm 'n Luv (wit a Stripper),T-PainfeaturingMike Jones
2006,42,My Humps,The Black Eyed Peas
2006,43,Where'd You Go,Fort MinorfeaturingHolly BrookandJonah Matranga
2006,44,Yo (Excuse Me Miss),Chris Brown
2006,45,Walk Away,Kelly Clarkson
2006,46,Laffy Taffy,D4L
2006,47,What You Know,T.I.
2006,48,Dirty Little Secret,The All-American Rejects
2006,49,Savin' Me,Nickelback
2006,50,Don't Forget About Us,Mariah Carey
2006,51,Sexy Love,Ne-Yo
2006,52,U and Dat,E-40featuringT-PainandKandi Girl
2006,53,Far Away,Nickelback
2006,54,What's Left of Me,Nick Lachey
2006,55,So What,Field MobfeaturingCiara
2006,56,Do It to It,CherishfeaturingSean Paul of the YoungBloodZ
2006,57,Black Horse and the Cherry Tree,KT Tunstall
2006,58,There It Go (The Whistle Song),Juelz Santana
2006,59,Shoulder Lean,Young DrofeaturingT.I.
2006,60,Unpredictable,Jamie FoxxfeaturingLudacris
2006,61,My Love,Justin TimberlakefeaturingT.I.
2006,62,Shake That,EminemfeaturingNate Dogg
2006,63,Pullin' Me Back,ChingyfeaturingTyrese
2006,64,Bossy,KelisfeaturingToo Short
2006,65,Chain Hang Low,Jibbs
2006,66,Smack That,AkonfeaturingEminem
2006,67,One Wish,Ray J
2006,68,"Sugar, We're Goin Down",Fall Out Boy
2006,69,Gimme That,Chris BrownfeaturingLil Wayne
2006,70,I Know You See It,Yung Joc
2006,71,Who Says You Can't Go Home,Bon JovifeaturingJennifer Nettles
2006,72,Too Little Too Late,JoJo
2006,73,Touch It,Busta Rhymes
2006,74,Rompe,Daddy Yankee
2006,75,Déjà Vu,BeyoncéfeaturingJay-Z
2006,76,Life Is a Highway,Rascal Flatts
2006,77,Call Me When You're Sober,Evanescence
2006,78,"Jesus, Take the Wheel",Carrie Underwood
2006,79,Show Stopper,Danity KanefeaturingYung Joc
2006,80,Get Up,CiarafeaturingChamillionaire
2006,81,We Be Burnin',Sean Paul
2006,82,Hate Me,Blue October
2006,83,You and Me,Lifehouse
2006,84,Beep,Pussycat Dollsfeaturingwill.i.am
2006,85,I Think They Like Me,"Dem Franchize BoyzfeaturingJermaine Dupri,Da BratandBow Wow"
2006,86,Say Goodbye,Chris Brown
2006,87,Waiting on the World to Change,John Mayer
2006,88,Soul Survivor,Young JeezyfeaturingAkon
2006,89,Pump It,The Black Eyed Peas
2006,90,When I'm Gone,Eminem
2006,91,Hung Up,Madonna
2006,92,Stay Fly,Three 6 MafiafeaturingYoung Buckand8Ball & MJG
2006,93,Love,Keyshia Cole
2006,94,When You're Mad,Ne-Yo
2006,95,Why You Wanna,T.I.
2006,96,Stupid Girls,Pink
2006,97,Feel Good Inc.,Gorillaz
2006,98,I'm Sprung,T-Pain
2006,99,Do I Make You Proud,Taylor Hicks
2006,100,For You I Will (Confidence),Teddy Geiger
2007,1,Irreplaceable,Beyoncé
2007,2,Umbrella,RihannafeaturingJay-Z
2007,3,The Sweet Escape,Gwen StefanifeaturingAkon
2007,4,Big Girls Don't Cry,Fergie
2007,5,Buy U a Drank (Shawty Snappin'),T-PainfeaturingYung Joc
2007,6,Before He Cheats,Carrie Underwood
2007,7,Hey There Delilah,Plain White T's
2007,8,I Wanna Love You,AkonfeaturingSnoop Dogg
2007,9,Say It Right,Nelly Furtado
2007,10,Glamorous,FergiefeaturingLudacris
2007,11,Don't Matter,Akon
2007,12,Girlfriend,Avril Lavigne
2007,13,Makes Me Wonder,Maroon 5
2007,14,Party Like a Rockstar,Shop Boyz
2007,15,Smack That,AkonfeaturingEminem
2007,16,This Is Why I'm Hot,Mims
2007,17,It's Not Over,Daughtry
2007,18,The Way I Are,TimbalandfeaturingKeri Hilson
2007,19,Fergalicious,Fergiefeaturingwill.i.am
2007,20,Crank That (Soulja Boy),Soulja Boy Tell 'Em
2007,21,Give It to Me,TimbalandfeaturingNelly FurtadoandJustin Timberlake
2007,22,What Goes Around... Comes Around,Justin Timberlake
2007,23,Cupid's Chokehold,Gym Class HeroesfeaturingPatrick Stump
2007,24,How to Save a Life,The Fray
2007,25,Home,Daughtry
2007,26,My Love,Justin TimberlakefeaturingT.I.
2007,27,Stronger,Kanye West
2007,28,We Fly High,Jim Jones
2007,29,U + Ur Hand,Pink
2007,30,Walk It Out,Unk
2007,31,Beautiful Girls,Sean Kingston
2007,32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy
2007,33,Bartender,T-PainfeaturingAkon
2007,34,"Pop, Lock & Drop It",Huey
2007,35,Runaway Love,LudacrisfeaturingMary J. Blige
2007,36,Rockstar,Nickelback
2007,37,Thnks fr th Mmrs,Fall Out Boy
2007,38,What I've Done,Linkin Park
2007,39,Summer Love,Justin Timberlake
2007,40,You,LloydfeaturingLil Wayne
2007,41,Wait for You,Elliott Yamin
2007,42,Last Night,DiddyfeaturingKeyshia Cole
2007,43,Make It Rain,Fat JoefeaturingLil Wayne
2007,44,Make Me Better,FabolousfeaturingNe-Yo
2007,45,Ice Box,Omarion
2007,46,Lips of an Angel,Hinder
2007,47,Waiting on the World to Change,John Mayer
2007,48,Lost Without U,Robin Thicke
2007,49,I'm a Flirt,R. KellyorBow WowfeaturingT.I.andT-Pain
2007,50,If Everyone Cared,Nickelback
2007,51,Get It Shawty,Lloyd
2007,52,Face Down,The Red Jumpsuit Apparatus
2007,53,The Way I Live,Baby Boy da Prince
2007,54,Shortie Like Mine,Bow WowfeaturingChris BrownandJohntá Austin
2007,55,It Ends Tonight,The All-American Rejects
2007,56,A Bay Bay,Hurricane Chris
2007,57,Because of You,Ne-Yo
2007,58,I Tried,Bone Thugs-n-HarmonyfeaturingAkon
2007,59,Welcome To The Black Parade,My Chemical Romance
2007,60,Shawty,PliesfeaturingT-Pain
2007,61,Chasing Cars,Snow Patrol
2007,62,Beautiful Liar,BeyoncéandShakira
2007,63,SexyBack,Justin TimberlakefeaturingTimbaland
2007,64,Keep Holding On,Avril Lavigne
2007,65,Let It Go,Keyshia ColefeaturingMissy ElliottandLil' Kim
2007,66,Apologize,OneRepublic
2007,67,Bubbly,Colbie Caillat
2007,68,Like a Boy,Ciara
2007,69,Who Knew,Pink
2007,70,Never Again,Kelly Clarkson
2007,71,Promise,Ciara
2007,72,Bed,J. Holiday
2007,73,Throw Some D's,Rich BoyfeaturingPolow da Don
2007,74,Rehab,Amy Winehouse
2007,75,Big Shit Poppin' (Do It),T.I.
2007,76,No One,Alicia Keys
2007,77,The Great Escape,Boys Like Girls
2007,78,2 Step,Unk
2007,79,Walk Away (Remember Me),Paula DeAndafeaturingThe D.E.Y.
2007,80,Go Getta,Young JeezyfeaturingR. Kelly
2007,81,Here (In Your Arms),Hellogoodbye
2007,82,On the Hotline,Pretty Ricky
2007,83,Wind It Up,Gwen Stefani
2007,84,Cyclone,Baby BashfeaturingT-Pain
2007,85,Break It Off,RihannafeaturingSean Paul
2007,86,First Time,Lifehouse
2007,87,Ayo Technology,50 CentfeaturingJustin TimberlakeandTimbaland
2007,88,Outta My System,Bow WowfeaturingT-PainandJohntá Austin
2007,89,Teardrops on My Guitar,Taylor Swift
2007,90,Shut Up and Drive,Rihanna
2007,91,Snow (Hey Oh),Red Hot Chili Peppers
2007,92,Money Maker,LudacrisfeaturingPharrell
2007,93,Kiss Kiss,Chris BrownfeaturingT-Pain
2007,94,Far Away,Nickelback
2007,95,Rock Yo Hips,Crime MobandLil' Scrappy
2007,96,LoveStoned,Justin Timberlake
2007,97,Better than Me,Hinder
2007,98,Paralyzer,Finger Eleven
2007,99,That's That,Snoop DoggfeaturingR. Kelly
2007,100,Same Girl,R. KellyfeaturingUsher
2008,1,Low,Flo RidafeaturingT-Pain
2008,2,Bleeding Love,Leona Lewis
2008,3,No One,Alicia Keys
2008,4,Lollipop,Lil WaynefeaturingStatic Major
2008,5,Apologize,OneRepublic
2008,6,No Air,Jordin SparksandChris Brown
2008,7,Love Song,Sara Bareilles
2008,8,Love in This Club,UsherfeaturingYoung Jeezy
2008,9,With You,Chris Brown
2008,11,Sexy Can I,Ray JfeaturingYung Berg
2008,12,Take a Bow,Rihanna
2008,13,Viva la Vida,Coldplay
2008,14,I Kissed a Girl,Katy Perry
2008,15,Whatever You Like,T.I.
2008,16,Disturbia,Rihanna
2008,18,Pocketful of Sunshine,Natasha Bedingfield
2008,19,Kiss Kiss,Chris BrownfeaturingT-Pain
2008,20,Closer,Ne-Yo
2008,21,Bubbly,Colbie Caillat
2008,22,Touch My Body,Mariah Carey
2008,23,4 Minutes,MadonnafeaturingJustin TimberlakeandTimbaland
2008,24,So What,Pink
2008,25,Paralyzer,Finger Eleven
2008,26,Clumsy,Fergie
2008,27,I'm Yours,Jason Mraz
2008,28,Leavin',Jesse McCartney
2008,29,Dangerous,Kardinal OffishallfeaturingAkon
2008,30,Tattoo,Jordin Sparks
2008,31,See You Again,Miley Cyrus
2008,32,Shake It,Metro Station
2008,33,Stop and Stare,OneRepublic
2008,34,Take You There,Sean Kingston
2008,35,Paper Planes,M.I.A.
2008,36,Hot n Cold,Katy Perry
2008,37,Live Your Life,T.I.featuringRihanna
2008,38,Bust It Baby (Part 2),PliesfeaturingNe-Yo
2008,39,American Boy,EstellefeaturingKanye West
2008,40,Got Money,Lil WaynefeaturingT-Pain
2008,41,Our Song,Taylor Swift
2008,42,Damaged,Danity Kane
2008,43,A Milli,Lil Wayne
2008,44,Sorry,Buckcherry
2008,45,Independent,WebbiefeaturingLil BoosieandLil Phat
2008,46,Can't Believe It,T-PainfeaturingLil Wayne
2008,47,Like You'll Never See Me Again,Alicia Keys
2008,48,Teardrops on My Guitar,Taylor Swift
2008,49,When I Grow Up,Pussycat Dolls
2008,50,Sexual Eruption,Snoop Dogg
2008,51,What You Got,Colby O'DonisfeaturingAkon
2008,52,It's Not My Time,3 Doors Down
2008,53,Better in Time,Leona Lewis
2008,54,Crank That (Soulja Boy),Soulja Boy Tell 'Em
2008,55,Shadow of the Day,Linkin Park
2008,56,Sweetest Girl (Dollar Bill),"Wyclef JeanfeaturingAkon,Lil WayneandNiia"
